record_ref,source_file,name,full_title,venue,entity_type,category,links,reading,reading_level,attempt,reason,untried,evidence,priority,A,B,X,cards
MAIN-R217,research/literature_audit_20260909/literature_inventory.json,A²OS²A / Addition-Only SSA,Spiking Transformer:Introducing Accurate Addition-Only Spiking Self-Attention for Transformer,CVPR 2025,paper,SNN、神经元与事件光流,https://arxiv.org/abs/2503.00226,本轮核原始出版身份；方法与本地去留按已有记录，未声称本轮逐篇全文精读,,加法注意力强先验,加法相似度是已有算法，不能以第一个本地硬件映射独占算法创新。,保持 H67 身份的适配或另模型训练未试。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/innovation_first_audit_20260906/report-source.md""]",P1_mid_rel,,,,
MAIN-R218,research/literature_audit_20260909/literature_inventory.json,TDE-3,TDE-3: An improved prior for optical flow computation in spiking neural networks,Frontiers in Neuroscience 2025,paper,SNN、神经元与事件光流,https://arxiv.org/abs/2402.11662,本轮核原始出版身份；方法与本地去留按已有记录，未声称本轮逐篇全文精读,,事件时间先验，保留新结构候选,延时方向选择原理不同于 dense U-Net；完整输入与稠密恢复必须付费。,完整 TDE 前端与本网络联合训练未试。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/innovation_first_audit_20260906/report-source.md""]",P0_high_rel,,,,
MAIN-R219,research/literature_audit_20260909/literature_inventory.json,Scalable event-driven spatiotemporal feature circuit,A scalable event-driven spatiotemporal feature extraction circuit,arXiv 2025,paper,SNN、神经元与事件光流,https://arxiv.org/abs/2501.10155,本轮核原始出版身份；方法与本地去留按已有记录，未声称本轮逐篇全文精读,,仅他 AI 提及/身份核查,不能把预印本线路视为已移植模块或实测优于本网络。,完整方法阅读和当前任务迁移未试。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md""]",P2_low_mid,,,,
MAIN-R220,research/literature_audit_20260909/literature_inventory.json,Precise-event-timing egomotion,Event-based vision for egomotion estimation using precise event timing,arXiv 2025,paper,SNN、神经元与事件光流,https://arxiv.org/abs/2501.11554,本轮核原始出版身份；方法与本地去留按已有记录，未声称本轮逐篇全文精读,,任务相关先验,自运动估计与二维稠密光流不是同一输出合同。,本网络可用输入/输出接口未验证。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md""]",P0_high_rel,,,,
MAIN-R221,research/literature_audit_20260909/literature_inventory.json,EventShiftFlow,EventShiftFlow: Towards Hardware-efficient FPGA-based Flow Estimation,ICRA neuromorphic field robotics workshop 2026,paper,SNN、神经元与事件光流,https://arxiv.org/abs/2605.28312,本轮核原始出版身份；方法与本地去留按已有记录，未声称本轮逐篇全文精读,,硬件友好光流新模型候选,位移式搜索/事件表示可借；不能把 workshop 写成 ICRA 主会。,完整原算法与 FPGA 数据流迁移、训练未试。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/concept_reassessment_20260906/report-source.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/innovation_first_audit_20260906/report-source.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/mechanism_rebuild_gh_20260906/report-source.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/same_workload_c1c2_20260907/five_ideas_reassessment.md""]",P0_high_rel,,,,
MAIN-R222,research/literature_audit_20260909/literature_inventory.json,ResFlow / ResHTR 来源,ResFlow: Fine-tuning Residual Optical Flow for Event-based High Temporal Resolution Motion Estimation,arXiv 2024,paper,SNN、神经元与事件光流,https://arxiv.org/abs/2412.09105,本轮核原始出版身份；方法与本地去留按已有记录，未声称本轮逐篇全文精读,,保留光流新模型候选,残差高时间分辨率机制可借；原文区域噪声是训练，不是在线加噪。,完整细化模块、训练与硬件状态未迁移。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/mechanism_rebuild_gh_20260906/report-source.md""]",P0_high_rel,,,,
MAIN-R223,research/literature_audit_20260909/literature_inventory.json,EDCFlow,EDCFlow: Exploring Temporally Dense Difference Maps for Event-based Optical Flow Estimation,CVPR 2025,paper,SNN、神经元与事件光流,https://arxiv.org/abs/2506.03512,本轮核原始出版身份；方法与本地去留按已有记录，未声称本轮逐篇全文精读,,保留模型改造候选,时密差分图及相关体积融合是原机制；旧 EDC RTL 并未实现完整方法。,真实差分 producer、关联/warp 与消费者全链训练未试。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/concept_reassessment_20260906/report-source.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_innovation_20260908/literature/algorithm_followup_20260908.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_mechanisms_20260906/motion_default_state.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/idea_reassessment_four_questions_20260907.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/mechanism_rebuild_gh_20260906/report-source.md""]",P0_high_rel,,,,
MAIN-R224,research/literature_audit_20260909/literature_inventory.json,BAT,BAT: Learning Event-based Optical Flow with Bidirectional Adaptive Temporal Correlation,AAAI 2026,paper,SNN、神经元与事件光流,https://arxiv.org/abs/2503.03256,本轮核原始出版身份；方法与本地去留按已有记录，未声称本轮逐篇全文精读,,保留时间相关机制,双向自适应时间相关改变输入聚合，不能当当前 full-T PSN 的免费重排。,完整任务迁移和在线因果边界未验证。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/concept_reassessment_20260906/report-source.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/idea_reassessment_four_questions_20260907.md""]",P0_high_rel,,,,
MAIN-R225,research/literature_audit_20260909/literature_inventory.json,IDNet / TID 来源,Lightweight Event-based Optical Flow Estimation via Iterative Deblurring,ICRA 2024,paper,SNN、神经元与事件光流,https://arxiv.org/abs/2211.13726,本轮核原始出版身份；方法与本地去留按已有记录，未声称本轮逐篇全文精读,,保留完整迭代去模糊先验,原方法含空间去模糊；旧 TID RTL 仅循环移动 bin 不等于它。,完整运动补偿 producer 和迭代状态尚未迁移。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/concept_reassessment_20260906/report-source.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_innovation_20260908/psn/next_hypotheses_independent.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_mechanisms_20260906/motion_default_state.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/idea_reassessment_four_questions_20260907.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/mechanism_rebuild_gh_20260906/report-source.md""]",P0_high_rel,,,,
MAIN-R226,research/literature_audit_20260909/literature_inventory.json,EVA-Flow,Towards Anytime Optical Flow Estimation with Event Cameras,Sensors 2025,paper,SNN、神经元与事件光流,https://arxiv.org/abs/2307.05033,本轮核原始出版身份；方法与本地去留按已有记录，未声称本轮逐篇全文精读,,保留 anytime 光流先验,顺序时间 bin 与在线细化是算法改型；不能冒用当前网络 AEE。,完整 UVG/SMR/RFWL 与硬件状态迁移未试。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md""]",P0_high_rel,,,,
MAIN-R227,research/literature_audit_20260909/literature_inventory.json,TMA,TMA: Temporal Motion Aggregation for Event-based Optical Flow,ICCV 2023,paper,SNN、神经元与事件光流,https://arxiv.org/abs/2303.11629,本轮核原始出版身份；方法与本地去留按已有记录，未声称本轮逐篇全文精读,,事件时间聚合先验,多时间运动聚合不等于简单 tile 唤醒阈值。,完整多分支/对齐/训练迁移未试。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_innovation_20260908/psn/next_hypotheses_independent.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/innovation_first_audit_20260906/report-source.md""]",P0_high_rel,,,,
MAIN-R228,research/literature_audit_20260909/literature_inventory.json,E-RAFT,E-RAFT: Dense Optical Flow from Event Cameras,3DV 2021,paper,SNN、神经元与事件光流,https://arxiv.org/abs/2108.10552,本轮核原始出版身份；方法与本地去留按已有记录，未声称本轮逐篇全文精读,,光流算法强先验,本网络不是 RAFT 相关体积；E-RAFT 与 ERAFT FPGA 加速器要分开。,完整 RAFT 改网与供数代价未试。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/innovation_first_audit_20260906/report-source.md""]",P0_high_rel,,,,
MAIN-R229,research/literature_audit_20260909/literature_inventory.json,Spike-FlowNet,Spike-FlowNet: Event-based Optical Flow Estimation with Energy-Efficient Hybrid Neural Networks,ECCV 2020,paper,SNN、神经元与事件光流,https://arxiv.org/abs/2003.06696,本轮核原始出版身份；方法与本地去留按已有记录，未声称本轮逐篇全文精读,,混合 SNN 光流基线,事件脉冲编码和 ANN 解码可借，不等于当前 H67。,完整复现/相同任务硬件比较未做。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/innovation_first_audit_20260906/report-source.md""]",P0_high_rel,,,,
MAIN-R230,research/literature_audit_20260909/literature_inventory.json,EvGNN,EvGNN: An Event-driven Graph Neural Network Accelerator for Edge Vision,IEEE TCASAI 2024,paper,SNN、神经元与事件光流,https://arxiv.org/abs/2404.19489,本轮核原始出版身份；方法与本地去留按已有记录，未声称本轮逐篇全文精读,,事件图硬件先验,图 producer 和消息组织有借鉴价值，但不直接适配 dense U-Net。,图输入生产与稠密流恢复训练未试。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/innovation_first_audit_20260906/report-source.md""]",P0_high_rel,,,,
MAIN-R231,research/literature_audit_20260909/literature_inventory.json,SENECA ANN vs SNN optical flow,Event-based Optical Flow on Neuromorphic Processor: ANN vs. SNN Comparison based on Activation Sparsification,Neural Networks 2025,paper,SNN、神经元与事件光流,https://arxiv.org/abs/2407.20421,本轮核原始出版身份；方法与本地去留按已有记录，未声称本轮逐篇全文精读,,幅值/激活稀疏强先验,激活稀疏化与平台实测不能当本地 RTL；不是必须二值的依据。,完整 ANN/SNN 同任务软硬件对照未复现。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_innovation_20260908/sparsity_hardware_next_20260908.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/innovation_first_audit_20260906/report-source.md""]",P0_high_rel,,,,
MAIN-R232,research/literature_audit_20260909/literature_inventory.json,Motion-aware Event Suppression,Motion-aware Event Suppression for Event Cameras,RSS 2026,paper,SNN、神经元与事件光流,https://arxiv.org/abs/2602.23204,本轮核原始出版身份；方法与本地去留按已有记录，未声称本轮逐篇全文精读,,保留事件生产筛选候选,抑制事件会改变算法，应评稠密光流新生目标和遮挡。,本任务完整训练与 producer 费用未试。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_mechanisms_20260906/README.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_mechanisms_20260906/motion_default_state.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/same_workload_c1c2_20260907/five_ideas_reassessment.md""]",P0_high_rel,,,,
MAIN-R233,research/literature_audit_20260909/literature_inventory.json,Learning Normal Flow,Learning Normal Flow Directly From Event Neighborhoods,ICCV 2025,paper,SNN、神经元与事件光流,https://arxiv.org/abs/2412.11284,本轮核原始出版身份；方法与本地去留按已有记录，未声称本轮逐篇全文精读,,保留另模型候选,法向光流受孔径问题约束，不能免费替换二维完整 flow。,补足切向信息的网络和任务训练未做。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/innovation_radix_temporal_20260906/report.md""]",P0_high_rel,,,,
MAIN-R234,research/literature_audit_20260909/literature_inventory.json,SciFlow,SciFlow: Empowering Lightweight Optical Flow Models with Self-Cleaning Iterations,CVPR Workshops 2024,paper,SNN、神经元与事件光流,https://arxiv.org/abs/2404.08135,本轮核原始出版身份；方法与本地去留按已有记录，未声称本轮逐篇全文精读,,迭代清理强先验,自清理迭代并非当前 U-Net 原有机制；需另模型对照。,完整控制器与任务迁移未试。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/concept_reassessment_20260906/report-source.md"", ""/home/zhumd/work/sdformer_codex/ideafromai/research/idea_reassessment_four_questions_20260907.md""]",P0_high_rel,,,,
MAIN-R235,research/literature_audit_20260909/literature_inventory.json,DFlow / Context-aware iteration policy,Context-Aware Iteration Policy Network for Efficient Optical Flow Estimation,AAAI 2024,paper,SNN、神经元与事件光流,https://arxiv.org/abs/2312.07180,本轮核原始出版身份；方法与本地去留按已有记录，未声称本轮逐篇全文精读,,自适应迭代强先验,停止策略是已有算法；不直接对应无迭代的 H67。,新迭代网络与硬件训练未试。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/hardware_mechanisms_20260906/motion_default_state.md""]",P0_high_rel,,,,
MAIN-R236,research/literature_audit_20260909/literature_inventory.json,ESDA,A Composable Dynamic Sparse Dataflow Architecture for Efficient Event-based Vision Processing on FPGA,ACM FPGA 2024,paper,SNN、神经元与事件光流,https://arxiv.org/abs/2401.05626,本轮核原始出版身份；方法与本地去留按已有记录，未声称本轮逐篇全文精读,,事件稀疏数据流强先验,组合动态稀疏数据流可借；不能把普通空块跳过算新原语。,完整前端、编码、存储/调度迁移未试。,"[""/home/zhumd/work/sdformer_codex/ideafromai/research/innovation_first_audit_20260906/report-source.md""]",P0_high_rel,,,,
