idea_ref,name,view_type,catalog_id,A,B,X,status,boundary,next_or_stop,source,detail
SCREEN-C1,Mixed-horizon ATLIF island,screen_20260907,,,,Mixed-horizon ATLIF island,NEEDS_ISLAND_SPEC || S0,2026-09-07 历史筛查；QK 统计为 ep35，不能当 ep34 或当前执行结论,Reuse C3 coverage RTL as rate converter,research/idea_screen_20260907/scoreboard.json,"{""id"": ""C1"", ""pitch"": ""Mixed-horizon ATLIF island"", ""s1_status"": ""NEEDS_ISLAND_SPEC"", ""highest_stage_reached"": ""S0"", ""aee_gate"": ""NO_AEE"", ""aee"": null, ""numbers"": {""t_attn"": 2, ""t_neuron"": 10}, ""next"": ""Reuse C3 coverage RTL as rate converter"", ""notes"": null}"
SCREEN-C2,Learned / dynamic T,screen_20260907,,,,Learned / dynamic T,NEEDS_TRAIN || S0,2026-09-07 历史筛查；QK 统计为 ep35，不能当 ep34 或当前执行结论,AEE-sensitive; S2 with T=1/2/4 on subset,research/idea_screen_20260907/scoreboard.json,"{""id"": ""C2"", ""pitch"": ""Learned / dynamic T"", ""s1_status"": ""NEEDS_TRAIN"", ""highest_stage_reached"": ""S0"", ""aee_gate"": ""NO_AEE"", ""aee"": null, ""numbers"": {}, ""next"": ""AEE-sensitive; S2 with T=1/2/4 on subset"", ""notes"": null}"
SCREEN-C3,Spiking Patches tokenizer,screen_20260907,,,,Spiking Patches tokenizer,NEEDS_RETRAIN_FROM_SDFORMERFLOW || S0,2026-09-07 历史筛查；QK 统计为 ep35，不能当 ep34 或当前执行结论,Changes input identity,research/idea_screen_20260907/scoreboard.json,"{""id"": ""C3"", ""pitch"": ""Spiking Patches tokenizer"", ""s1_status"": ""NEEDS_RETRAIN_FROM_SDFORMERFLOW"", ""highest_stage_reached"": ""S0"", ""aee_gate"": ""NO_AEE"", ""aee"": null, ""numbers"": {}, ""next"": ""Changes input identity"", ""notes"": null}"
SCREEN-C4,Fold theta into W vs explicit payload,screen_20260907,,,,Fold theta into W vs explicit payload,IDENTITY_LOCKED_AS_THETA_G || S1,2026-09-07 历史筛查；QK 统计为 ep35，不能当 ep34 或当前执行结论,Changing contract requires S3 AEE,research/idea_screen_20260907/scoreboard.json,"{""id"": ""C4"", ""pitch"": ""Fold theta into W vs explicit payload"", ""s1_status"": ""IDENTITY_LOCKED_AS_THETA_G"", ""highest_stage_reached"": ""S1"", ""aee_gate"": ""PASS_NEW_GATE"", ""aee"": 1.199514, ""numbers"": {""z"": ""theta*g"", ""ep34_aee"": 1.199514}, ""next"": ""Changing contract requires S3 AEE"", ""notes"": null}"
SCREEN-D1,LoAS mixed-T FTP join,screen_20260907,,,,LoAS mixed-T FTP join,SEALED_CPU_REF || S1,2026-09-07 历史筛查；QK 统计为 ep35，不能当 ep34 或当前执行结论,Complete T FTP is the strong baseline; candidate must beat it same-resource,research/idea_screen_20260907/scoreboard.json,"{""id"": ""D1"", ""pitch"": ""LoAS mixed-T FTP join"", ""s1_status"": ""SEALED_CPU_REF"", ""highest_stage_reached"": ""S1"", ""aee_gate"": ""NO_AEE"", ""aee"": null, ""numbers"": {""source_order"": {""status"": ""EXPLORATORY_SOURCE_ORDER_IMPLEMENTATION_REFERENCE"", ""layers"": [{""module"": ""sttmultires_unet.encoders.swin3d.layers.0.swin_blocks.0.mlp.fc2"", ""slots"": {""4"": {""adds_over_direct_FTP"": 0.818401112115199, ""adds_over_full_flat_groups"": 1.0431904893196646, ""add_reduction_vs_FTP_pct"": 18.159888788480107}, ""8"": {""adds_over_direct_FTP"": 0.7922401580626215, ""adds_over_full_flat_groups"": 1.0098439333886213, ""add_reduction_vs_FTP_pct"": 20.77598419373785}}}, {""module"": ""sttmultires_unet.encoders.swin3d.layers.3.swin_blocks.0.mlp.fc2"", ""slots"": {""4"": {""adds_over_direct_FTP"": 0.7421176237598187, ""adds_over_full_flat_groups"": 1.4819479609513697, ""add_reduction_vs_FTP_pct"": 25.78823762401813}, ""8"": {""adds_over_direct_FTP"": 0.5778679967021778, ""adds_over_full_flat_groups"": 1.153954941904201, ""add_reduction_vs_FTP_pct"": 42.21320032978222}}}]}}, ""next"": ""Complete T FTP is the strong baseline; candidate must beat it same-resource"", ""notes"": null}"
SCREEN-D2,RSR++ shared reduction,screen_20260907,,,,RSR++ shared reduction,SEALED_CPU_REF || S1,2026-09-07 历史筛查；QK 统计为 ep35，不能当 ep34 或当前执行结论,"Keep as comparator, not auto title",research/idea_screen_20260907/scoreboard.json,"{""id"": ""D2"", ""pitch"": ""RSR++ shared reduction"", ""s1_status"": ""SEALED_CPU_REF"", ""highest_stage_reached"": ""S1"", ""aee_gate"": ""NO_AEE"", ""aee"": null, ""numbers"": {""fc2_signatures"": ""/home/zhumd/work/ideafromai/research/fusion_delivery_20260907/fc2_signatures_r1.json""}, ""next"": ""Keep as comparator, not auto title"", ""notes"": null}"
SCREEN-D3,Decoder ConvTranspose sparse island,screen_20260907,,,,Decoder ConvTranspose sparse island,PARTIAL_EP34_SHARDS || S1,2026-09-07 历史筛查；QK 统计为 ep35，不能当 ep34 或当前执行结论,Need complete decoder Table-A before system claim,research/idea_screen_20260907/scoreboard.json,"{""id"": ""D3"", ""pitch"": ""Decoder ConvTranspose sparse island"", ""s1_status"": ""PARTIAL_EP34_SHARDS"", ""highest_stage_reached"": ""S1"", ""aee_gate"": ""NO_AEE"", ""aee"": null, ""numbers"": {""shard_dir_glob"": ""results/m1681_ep34_decoder_d0_shard_*""}, ""next"": ""Need complete decoder Table-A before system claim"", ""notes"": null}"
SCREEN-D4,Dual-side weight+activation sparsity,screen_20260907,,,,Dual-side weight+activation sparsity,NEEDS_RETRAIN || S0,2026-09-07 历史筛查；QK 统计为 ep35，不能当 ep34 或当前执行结论,Retrain prune+4bit then S3,research/idea_screen_20260907/scoreboard.json,"{""id"": ""D4"", ""pitch"": ""Dual-side weight+activation sparsity"", ""s1_status"": ""NEEDS_RETRAIN"", ""highest_stage_reached"": ""S0"", ""aee_gate"": ""NO_AEE"", ""aee"": null, ""numbers"": {""old_nm_audit"": ""FP32 weights have no exact zero blocks""}, ""next"": ""Retrain prune+4bit then S3"", ""notes"": null}"
SCREEN-D5,"One fabric, many operators",screen_20260907,,,,"One fabric, many operators",ARCHITECTURE_OPTION || S0,2026-09-07 历史筛查；QK 统计为 ep35，不能当 ep34 或当前执行结论,Only after A1/D1/D3 share a parent-forest ISA,research/idea_screen_20260907/scoreboard.json,"{""id"": ""D5"", ""pitch"": ""One fabric, many operators"", ""s1_status"": ""ARCHITECTURE_OPTION"", ""highest_stage_reached"": ""S0"", ""aee_gate"": ""NO_AEE"", ""aee"": null, ""numbers"": {}, ""next"": ""Only after A1/D1/D3 share a parent-forest ISA"", ""notes"": null}"
SCREEN-E1,SDSA vs Motion-XOR ablation,screen_20260907,,,,SDSA vs Motion-XOR ablation,NEEDS_OVERLAY_FINETUNE || S0,2026-09-07 历史筛查；QK 统计为 ep35，不能当 ep34 或当前执行结论,S2 10-frame,research/idea_screen_20260907/scoreboard.json,"{""id"": ""E1"", ""pitch"": ""SDSA vs Motion-XOR ablation"", ""s1_status"": ""NEEDS_OVERLAY_FINETUNE"", ""highest_stage_reached"": ""S0"", ""aee_gate"": ""NO_AEE"", ""aee"": null, ""numbers"": {}, ""next"": ""S2 10-frame"", ""notes"": null}"
SCREEN-E2,QKFormer replace stage2 only,screen_20260907,,,,QKFormer replace stage2 only,NEEDS_OVERLAY_FINETUNE || S0,2026-09-07 历史筛查；QK 统计为 ep35，不能当 ep34 或当前执行结论,Cheapest network swap,research/idea_screen_20260907/scoreboard.json,"{""id"": ""E2"", ""pitch"": ""QKFormer replace stage2 only"", ""s1_status"": ""NEEDS_OVERLAY_FINETUNE"", ""highest_stage_reached"": ""S0"", ""aee_gate"": ""NO_AEE"", ""aee"": null, ""numbers"": {""stage2_blocks"": 6}, ""next"": ""Cheapest network swap"", ""notes"": null}"
SCREEN-E3,Spike-driven Transformer v3 blocks,screen_20260907,,,,Spike-driven Transformer v3 blocks,NEEDS_OVERLAY_FINETUNE || S0,2026-09-07 历史筛查；QK 统计为 ep35，不能当 ep34 或当前执行结论,Keep mul-free attention,research/idea_screen_20260907/scoreboard.json,"{""id"": ""E3"", ""pitch"": ""Spike-driven Transformer v3 blocks"", ""s1_status"": ""NEEDS_OVERLAY_FINETUNE"", ""highest_stage_reached"": ""S0"", ""aee_gate"": ""NO_AEE"", ""aee"": null, ""numbers"": {}, ""next"": ""Keep mul-free attention"", ""notes"": null}"
SCREEN-E4,Retile window / Tw,screen_20260907,,,,Retile window / Tw,NEEDS_RETRAIN_FROM_SDFORMERFLOW || S0,2026-09-07 历史筛查；QK 统计为 ep35，不能当 ep34 或当前执行结论,Geometry change,research/idea_screen_20260907/scoreboard.json,"{""id"": ""E4"", ""pitch"": ""Retile window / Tw"", ""s1_status"": ""NEEDS_RETRAIN_FROM_SDFORMERFLOW"", ""highest_stage_reached"": ""S0"", ""aee_gate"": ""NO_AEE"", ""aee"": null, ""numbers"": {}, ""next"": ""Geometry change"", ""notes"": null}"
KDENSE-I001,Motion-XOR 32-lane triple-popcount score leaf with K_peer shadow.,brainstorm_record,,,,Motion-XOR 32-lane triple-popcount score leaf with K_peer shadow.,advanced-to-review,原记录的科研假设/打分，不是实验或独立多人复核,T0 leaf share <2 percent and I003 one-block swap holds subset AEE,research/idea_screen_20260907/kdense/session.json,"{""id"": ""I001"", ""statement"": ""Motion-XOR 32-lane triple-popcount score leaf with K_peer shadow."", ""provenance"": {""origin"": ""mixed"", ""contributor_ids"": [""P02""], ""recorded_stage"": ""independent"", ""source_refs"": [], ""ai_tool"": ""Grok-4.6 in Grok Build""}, ""assumption_ids"": [""A001"", ""A002""], ""predicted_observations"": [""Equal-resource MX3P versus FireFly-T-style AND-PopCount on the same 32-lane issue width will spend extra cycles on the temporal XOR popcount."", ""If ep34 T0 score-leaf share is under about 2 percent, whole-net FPS delta from replacing the software Q7 with the leaf is consistent with zero at the reported precision.""], ""uncertainties"": [""ep34 attention score-leaf share T0 is unmeasured"", ""whether the XOR term is accuracy-necessary is untested (I003)""], ""disconfirming_evidence"": [""T0 leaf share <2 percent and I003 one-block swap holds subset AEE""], ""evidence_status"": ""challenge-located"", ""status"": ""advanced-to-review""}"
KDENSE-I002,Token-level skip of that leaf when K is zero both timesteps or Q/K are clean versus t0.,brainstorm_record,,,,Token-level skip of that leaf when K is zero both timesteps or Q/K are clean versus t0.,revised,原记录的科研假设/打分，不是实验或独立多人复核,M2 row dirty approximately 100 percent on ep34,research/idea_screen_20260907/kdense/session.json,"{""id"": ""I002"", ""statement"": ""Token-level skip of that leaf when K is zero both timesteps or Q/K are clean versus t0."", ""provenance"": {""origin"": ""mixed"", ""contributor_ids"": [""P02""], ""recorded_stage"": ""independent"", ""source_refs"": [], ""ai_tool"": ""Grok-4.6 in Grok Build""}, ""assumption_ids"": [""A003""], ""predicted_observations"": [""On packed Q/K with the ep35 schema, token leaf_needed stays in 0.4-0.6 and 15x15 window fully-clean stays under 0.15."", ""If the Shiftmax denominator grain is the 15x15 window, lossless skip fraction equals window-clean, not token-skip.""], ""uncertainties"": [""RTL Shiftmax row is not yet aligned to token or 15x15"", ""ep34 packed Q/K is not on disk""], ""disconfirming_evidence"": [""M2 row dirty approximately 100 percent on ep34""], ""evidence_status"": ""challenge-located"", ""status"": ""revised""}"
KDENSE-I003,Replace one stage-2 block Motion-XOR with published SDSA or QKFormer linear Q-K.,brainstorm_record,,,,Replace one stage-2 block Motion-XOR with published SDSA or QKFormer linear Q-K.,advanced-to-review,原记录的科研假设/打分，不是实验或独立多人复核,10-frame AEE after one-block swap exceeds 1.259 directionally toward 1.58,research/idea_screen_20260907/kdense/session.json,"{""id"": ""I003"", ""statement"": ""Replace one stage-2 block Motion-XOR with published SDSA or QKFormer linear Q-K."", ""provenance"": {""origin"": ""literature-inspired"", ""contributor_ids"": [""P02""], ""recorded_stage"": ""independent"", ""source_refs"": [""arxiv:2403.16552 QKFormer NeurIPS 2024"", ""arxiv:2407.15801 SDformerFlow SDSA""], ""ai_tool"": null}, ""assumption_ids"": [""A004""], ""predicted_observations"": [""Frozen-weight one-block swap moves subset AEE toward public SDformerFlow 1.58 unless a 10-frame finetune pulls it back."", ""If subset AEE stays at or below ep34 plus a small delta after 10 frames, the XOR term is not necessary for this probe.""], ""uncertainties"": [""Finetune budget needed to hold AEE 1.259 is unknown"", ""QKFormer is a classification kernel, not an OF kernel""], ""disconfirming_evidence"": [""10-frame AEE after one-block swap exceeds 1.259 directionally toward 1.58""], ""evidence_status"": ""support-located"", ""status"": ""advanced-to-review""}"
KDENSE-I004,"Mixed-horizon T=2/T=10 FC join: LoAS FTP as baseline, bounded temporal shared-sum as candidate.",brainstorm_record,,,,"Mixed-horizon T=2/T=10 FC join: LoAS FTP as baseline, bounded temporal shared-sum as candidate.",advanced-to-review,原记录的科研假设/打分，不是实验或独立多人复核,M4 equal-resource cycle ratio versus FTP at most 1.00,research/idea_screen_20260907/kdense/session.json,"{""id"": ""I004"", ""statement"": ""Mixed-horizon T=2/T=10 FC join: LoAS FTP as baseline, bounded temporal shared-sum as candidate."", ""provenance"": {""origin"": ""mixed"", ""contributor_ids"": [""P02""], ""recorded_stage"": ""independent"", ""source_refs"": [], ""ai_tool"": ""Grok-4.6 in Grok Build""}, ""assumption_ids"": [""A005""], ""predicted_observations"": [""Equal-resource timeline versus direct FTP, including persist-Y and back-pressure, will not match the previously reported add reduction of 20.8/42.2 percent."", ""A uniform-T=10 LoAS pack of this net is illegal or occupancy-wasteful because attention fibers are T=2.""], ""uncertainties"": [""Whether mixed-T packing is a large enough delta for a TCAS-II title"", ""Chen/Chang 28nm mux T=4/2/1 is a mixed-T prior""], ""disconfirming_evidence"": [""M4 equal-resource cycle ratio versus FTP at most 1.00""], ""evidence_status"": ""support-located"", ""status"": ""advanced-to-review""}"
KDENSE-I005,TSBG B8 same-IO weight-row broadcast on frozen ep34 FC traces.,brainstorm_record,,,,TSBG B8 same-IO weight-row broadcast on frozen ep34 FC traces.,advanced-to-review,原记录的科研假设/打分，不是实验或独立多人复核,M3 cycle ratio under 1.15 with byte reduction under 30 percent,research/idea_screen_20260907/kdense/session.json,"{""id"": ""I005"", ""statement"": ""TSBG B8 same-IO weight-row broadcast on frozen ep34 FC traces."", ""provenance"": {""origin"": ""ai-assisted"", ""contributor_ids"": [""P02""], ""recorded_stage"": ""independent"", ""source_refs"": [], ""ai_tool"": ""Grok-4.6 in Grok Build""}, ""assumption_ids"": [""A006""], ""predicted_observations"": [""Equal-resource RTL versus an LRU row buffer will not reproduce the CPU serialized 3.89x."", ""If cycle speedup is under 1.15x and weight-byte reduction is under 30 percent, the M3 gate fails.""], ""uncertainties"": [""RTL versus CPU gap size"", ""owner previously judged the broadcast family unoriginal""], ""disconfirming_evidence"": [""M3 cycle ratio under 1.15 with byte reduction under 30 percent""], ""evidence_status"": ""challenge-located"", ""status"": ""advanced-to-review""}"
KDENSE-I006,Copy Prosperity product forest onto H67 conv with optional ep34-PAFT.,brainstorm_record,,,,Copy Prosperity product forest onto H67 conv with optional ep34-PAFT.,deferred,原记录的科研假设/打分，不是实验或独立多人复核,Independent novelty check after naming Prosperity fails,research/idea_screen_20260907/kdense/session.json,"{""id"": ""I006"", ""statement"": ""Copy Prosperity product forest onto H67 conv with optional ep34-PAFT."", ""provenance"": {""origin"": ""mixed"", ""contributor_ids"": [""P02""], ""recorded_stage"": ""independent"", ""source_refs"": [], ""ai_tool"": ""Grok-4.6 in Grok Build""}, ""assumption_ids"": [""A007""], ""predicted_observations"": [""Official-model product/bit on the H67 conv layer stays near the already measured 2.33x."", ""Dual-port SRAM will not raise throughput if memory stall remains approximately 0.""], ""uncertainties"": [""Title novelty after naming Prosperity HPCA 2025""], ""disconfirming_evidence"": [""Independent novelty check after naming Prosperity fails""], ""evidence_status"": ""challenge-located"", ""status"": ""deferred""}"
KDENSE-I007,Keep ATLIF membrane inside a mixed-T island; late-BN theta packet at the boundary.,brainstorm_record,,,,Keep ATLIF membrane inside a mixed-T island; late-BN theta packet at the boundary.,advanced-to-review,原记录的科研假设/打分，不是实验或独立多人复核,Recovery error on real intervals moves AEE past 1.259,research/idea_screen_20260907/kdense/session.json,"{""id"": ""I007"", ""statement"": ""Keep ATLIF membrane inside a mixed-T island; late-BN theta packet at the boundary."", ""provenance"": {""origin"": ""mixed"", ""contributor_ids"": [""P02""], ""recorded_stage"": ""independent"", ""source_refs"": [], ""ai_tool"": ""Grok-4.6 in Grok Build""}, ""assumption_ids"": [""A001""], ""predicted_observations"": [""On real BN/PSN intervals, the existing A8 packet recovers membrane state with a measurable residual error."", ""Synthetic testbench intervals overstate recovery relative to online BN.""], ""uncertainties"": [""Real BN interval traces are not yet attached"", ""first-mixed-T-ASIC claim is false given Chen/Chang""], ""disconfirming_evidence"": [""Recovery error on real intervals moves AEE past 1.259""], ""evidence_status"": ""search-incomplete"", ""status"": ""advanced-to-review""}"
KDENSE-I008,Sparse ConvTranspose decoder island with a complete Table-A.,brainstorm_record,,,,Sparse ConvTranspose decoder island with a complete Table-A.,deferred,原记录的科研假设/打分，不是实验或独立多人复核,Closed table shows decoder share too small to justify an island,research/idea_screen_20260907/kdense/session.json,"{""id"": ""I008"", ""statement"": ""Sparse ConvTranspose decoder island with a complete Table-A."", ""provenance"": {""origin"": ""ai-assisted"", ""contributor_ids"": [""P02""], ""recorded_stage"": ""independent"", ""source_refs"": [], ""ai_tool"": ""Grok-4.6 in Grok Build""}, ""assumption_ids"": [""A002""], ""predicted_observations"": [""A closed D0/D2/D3 Table-A will show ConvTranspose share comparable to the historical ~22 percent envelope."", ""Without Table-A, any decoder speedup is not a co-design object.""], ""uncertainties"": [""m1681 shards are not Table-A""], ""disconfirming_evidence"": [""Closed table shows decoder share too small to justify an island""], ""evidence_status"": ""search-incomplete"", ""status"": ""deferred""}"
KDENSE-I009,"Byte-level SRAM permute for T x 15 x 15 attention layout, FireFly-T style.",brainstorm_record,,,,"Byte-level SRAM permute for T x 15 x 15 attention layout, FireFly-T style.",candidate,原记录的科研假设/打分，不是实验或独立多人复核,Compiler rejects byte-write on the chosen macro,research/idea_screen_20260907/kdense/session.json,"{""id"": ""I009"", ""statement"": ""Byte-level SRAM permute for T x 15 x 15 attention layout, FireFly-T style."", ""provenance"": {""origin"": ""literature-inspired"", ""contributor_ids"": [""P02""], ""recorded_stage"": ""post-check"", ""source_refs"": [""arxiv:2505.12771 FireFly-T IEEE TC 2026""], ""ai_tool"": null}, ""assumption_ids"": [""A008""], ""predicted_observations"": [""Mapping FireFly-T byte-write permute onto TS1N28 1RW or 2RW macros is either legal or rejected by the foundry compiler.""], ""uncertainties"": [""Foundry compiler legalization unknown""], ""disconfirming_evidence"": [""Compiler rejects byte-write on the chosen macro""], ""evidence_status"": ""support-located"", ""status"": ""candidate""}"
