id,category,name,full_title,venue,venue_verification,entity_type,depth,role,status,reason,what_untried,source_url,evidence_file
R291,SNN、神经元与事件光流,ERAFT FPGA,An FPGA-based Real-Time Optical Flow Accelerator for Recurrent All-Pairs Field Transforms,2025 IEEE International Symposium on Circuits and Systems (ISCAS) 2025,出版方 DOI 元数据已核（根节点公共缓存）；不等于全文已读,paper,方法深度各异：Gustav 有全文与实现迁移；多数宏仅本地引文/元数据核查,SNN/事件电路或架构强先验,纳入；不冒用原作 PPA,帧式 RAFT FPGA 加速器，区别 E-RAFT 事件算法；当前 U-Net 无其迭代相关体积。,完整适配本任务 θg、非因果 T10、实际存储/供数与生产成本尚未全部完成。,https://doi.org/10.1109/ISCAS56072.2025.11043529,/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/grok46_20260905/04_paper_survey.md
R292,SNN、神经元与事件光流,FlowAcc,FlowAcc: Real-Time High-Accuracy DNN-based Optical Flow Accelerator in FPGA,"2022 Design, Automation & Test in Europe Conference & Exhibition (DATE) 2022",出版方 DOI 元数据已核（根节点公共缓存）；不等于全文已读,paper,方法深度各异：Gustav 有全文与实现迁移；多数宏仅本地引文/元数据核查,SNN/事件电路或架构强先验,纳入；不冒用原作 PPA,DNN 光流 FPGA 的完整算子/存储优化可借，不能把原 FPS 当当前网络。,完整适配本任务 θg、非因果 T10、实际存储/供数与生产成本尚未全部完成。,https://doi.org/10.23919/DATE54114.2022.9774506,/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/grok46_20260905/04_paper_survey.md
R293,SNN、神经元与事件光流,Liu optical-flow FPGA TCAS-I 2025,An Ultra-High Performance and Scalable Optical Flow Hardware Accelerator Based on FPGA for Autonomous Driving,IEEE Transactions on Circuits and Systems I: Regular Papers 2025,出版方 DOI 元数据已核（根节点公共缓存）；不等于全文已读,paper,方法深度各异：Gustav 有全文与实现迁移；多数宏仅本地引文/元数据核查,SNN/事件电路或架构强先验,纳入；不冒用原作 PPA,Liu 等 TCAS-I2025 的高性能 FPGA 光流工作，与 Ling 等 FPL2022 的 Ultra-Flow 是不同论文；不能混用名字或指标。因果方向控制需付其生产成本。,完整适配本任务 θg、非因果 T10、实际存储/供数与生产成本尚未全部完成。,https://doi.org/10.1109/TCSI.2025.3572918,/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/grok46_20260905/04_paper_survey.md
R294,SNN、神经元与事件光流,Optical flow tracking FPGA,A Real-Time and Efficient Optical Flow Tracking Accelerator on FPGA Platform,IEEE Transactions on Circuits and Systems I: Regular Papers 2023,出版方 DOI 元数据已核（根节点公共缓存）；不等于全文已读,paper,方法深度各异：Gustav 有全文与实现迁移；多数宏仅本地引文/元数据核查,SNN/事件电路或架构强先验,纳入；不冒用原作 PPA,光流 tracking 与完整本网络推理边界不同；保留可迁移硬件组织。,完整适配本任务 θg、非因果 T10、实际存储/供数与生产成本尚未全部完成。,https://doi.org/10.1109/TCSI.2023.3298969,/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/grok46_20260905/04_paper_survey.md
R295,SNN、神经元与事件光流,FPGA plane-fitting event optical flow,Event-based Plane-fitting Optical Flow for Dynamic Vision Sensors in FPGA,2018 IEEE International Symposium on Circuits and Systems (ISCAS) 2018,出版方 DOI 元数据已核（根节点公共缓存）；不等于全文已读,paper,方法深度各异：Gustav 有全文与实现迁移；多数宏仅本地引文/元数据核查,SNN/事件电路或架构强先验,纳入；不冒用原作 PPA,事件邻域平面拟合是强原算法；非全网学习光流的等价替代。,完整适配本任务 θg、非因果 T10、实际存储/供数与生产成本尚未全部完成。,https://doi.org/10.1109/ISCAS.2018.8351588,/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/grok46_20260905/04_paper_survey.md
R296,SNN、神经元与事件光流,Flexible event encoding,Accelerating event-based deep neural networks via flexible data encoding,IEICE Electronics Express 2023,出版方 DOI 元数据已核（根节点公共缓存）；不等于全文已读,paper,方法深度各异：Gustav 有全文与实现迁移；多数宏仅本地引文/元数据核查,SNN/事件电路或架构强先验,纳入；不冒用原作 PPA,只核出版身份，编码具体可迁移程度未形成结论。,完整适配本任务 θg、非因果 T10、实际存储/供数与生产成本尚未全部完成。,https://doi.org/10.1587/elex.20.20230379,/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md；/home/zhumd/work/ideafromai/research/11_event_camera_stack_accelerators.md；/home/zhumd/work/ideafromai/research/grok46_20260905/04_paper_survey.md；/home/zhumd/work/ideafromai/research/01_ann_sparsity_mechanisms.md
R297,SNN、神经元与事件光流,Neuro-CIM JSSC extension,Neuro-CIM: ADC-Less Neuromorphic Computing-in-Memory Processor With Operation Gating/Stopping and Digital–Analog Networks,IEEE JSSC 2023,"作者论文参考文献列 JSSC58(10),2931–2945,Oct2023",paper,仅另一篇作者论文参考文献核对,SNN 宏完整扩展,仅引文核对；未迁移,与 VLSI2022 会议版有扩展关系，原文 gating/stopping 不应漏成仅宏能效名字。,完整期刊方法与数字移植未做。,,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/literature/FlexSpIM_ISCAS2025_author.txt
R298,SNN、神经元与事件光流,Clock-free multilevel-event SNN,An 82-nW 0.53-pJ/SOP Clock-Free Spiking Neural Network With 40-µs Latency for AIoT Wake-Up Functions Using a Multilevel-Event-Driven Bionic Architecture and Computing-in-Memory Technique,IEEE TCAS-I 2023,"作者论文参考文献列 TCAS-I70(8),3075–3088,Aug2023；与旧 ISSCC2022 引文需区分",paper,复读本地方法记录；未声称本轮重新精读该篇全部原文,事件唤醒芯片先验,仅提及/参考文献核对,唤醒任务和本二维流推理的性能边界不同；不能直接套用其能耗。,完整原文与唤醒生产链未迁移。,,/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/literature/FlexSpIM_ISCAS2025_author.txt
R299,SNN、神经元与事件光流,PAFT,Pattern-aware Fine-tuning,内部机制/组件别名,本地命名来源已核；不是独立出版物,component_alias,逐条核本地命名与真实公开来源，未冒称已有论文,内部提案或公开论文内方法,单列，不计会议论文,Phi §3.3 内部方法，不是独立论文。旧 ep4/running-BN 的约1.47不能判定 ep34 的完整 PAFT 训练失败。,完整 train-only pattern-aware 训练/恢复未在当前父模型复现。,https://arxiv.org/html/2505.10909,/home/zhumd/work/ideafromai/research/idea_screen_20260907/SOURCE_LEDGER.md；/home/zhumd/work/ideafromai/codex_independent_20260905/01_review_and_selective_shared_reduction.md；/home/zhumd/work/ideafromai/codex_independent_20260905/02_literature_and_alternative_ideas.md；/home/zhumd/work/ideafromai/research/codex_deep_rebuild_20260906/report-source.md；/home/zhumd/work/ideafromai/research/c1_prosperity_fusion_20260906/README.md；/home/zhumd/work/ideafromai/research/fusion_delivery_20260907/report-source.md；/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/README.md；/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md；/home/zhumd/work/ideafromai/research/prosperity_fusion_20260906/README.md；/home/zhumd/work/ideafromai/research/complete_transfer_20260907/report-source.md；/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/psn/gustavsnn_migration_notes.md；/home/zhumd/work/ideafromai/research/hardware_innovation_20260908/psn/direct_class_review.md
R300,SNN、神经元与事件光流,Motion-XOR / MX3P,H67 Motion-XOR 与三 popcount 映射,内部机制/组件别名,本地命名来源已核；不是独立出版物,internal_mechanism,逐条核本地命名与真实公开来源，未冒称已有论文,内部提案或公开论文内方法,单列，不计会议论文,本地算法/叶与研究改造，未检到独立已发表论文；当前 .02 共静默与 .125 motion、旧 SV 1/64 与1/4须分开。,精确配对分数复用保留；K=0 删分母已有真实反例，不能复活该版本。,,/home/zhumd/work/ideafromai/research/ep34_attention_measurement_20260907/README.md
R301,SNN、神经元与事件光流,OP-STW,OF-Predictive Spike Tile Wake,内部机制/组件别名,本地命名来源已核；不是独立出版物,internal_mechanism,逐条核本地命名与真实公开来源，未冒称已有论文,内部提案或公开论文内方法,单列，不计会议论文,Grok 的本地改造名，来自方向预测/事件唤醒先验，不是论文名；不能把当前 flow 当生产之前可用的控制。,可训练/因果新 producer 未完整实现；已测固定 tile 精确 warp-delta 1.529× 工作和约295MB基值的版本停止。,https://doi.org/10.1109/TCSI.2025.3572918,/home/zhumd/work/ideafromai/research/01_ann_sparsity_mechanisms.md
R302,SNN、神经元与事件光流,HBG-RP,Hybrid Binary-Gate + Real-Payload Datapath,内部机制/组件别名,本地命名来源已核；不是独立出版物,internal_mechanism,逐条核本地命名与真实公开来源，未冒称已有论文,内部提案或公开论文内方法,单列，不计会议论文,Grok 带星号的本地提案；θg 连续幅值需保留，但任意逐事件 int8 payload 不是 ep34 已证身份。,新幅值模型需另训练；不能因 θ 可静态折权而把所有连续值消费都忽略。,,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md
R303,SNN、神经元与事件光流,VGTS,Value-Gated Temporal Skip,内部机制/组件别名,本地命名来源已核；不是独立出版物,internal_mechanism,逐条核本地命名与真实公开来源，未冒称已有论文,内部提案或公开论文内方法,单列，不计会议论文,Grok 本地改造名，借 FireFly-v2/COMPASS；不是独立公开论文，也没有已证稳定 accept 分数。,完整可执行边界、原预测/回退和 AEE 尚未验证。,https://arxiv.org/abs/2309.16158,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md；/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md
R304,SNN、神经元与事件光流,ReMem-Tok,Residual Membrane Caching Across Transformer Tokens,内部机制/组件别名,本地命名来源已核；不是独立出版物,internal_mechanism,逐条核本地命名与真实公开来源，未冒称已有论文,内部提案或公开论文内方法,单列，不计会议论文,Grok 本地改造名，不能引用成会议论文或假设 token 间膜值可直接继承。,真实对应关系、误差/精确界与连续状态存储尚未闭。,,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md
R305,SNN、神经元与事件光流,ADP-MAC,ATLIF Dual-Bit Particle MAC,内部机制/组件别名,本地命名来源已核；不是独立出版物,internal_mechanism,逐条核本地命名与真实公开来源，未冒称已有论文,内部提案或公开论文内方法,单列，不计会议论文,Grok 本地重命名，来源是 BBS/BitParticle/Dyn-Bitpool/BRIM 的双侧 bit sparsity；不是新公开论文。,必须定位真实多位 gate×K 或连续膜路径，不能用 θg 载荷臆设；完整移植/负载均衡未做。,https://arxiv.org/abs/2409.05227；https://arxiv.org/pdf/2507.09780,/home/zhumd/work/ideafromai/research/01_ann_sparsity_mechanisms.md；/home/zhumd/work/ideafromai/codex_independent_20260905/02_literature_and_alternative_ideas.md；/home/zhumd/work/ideafromai/research/innovation_first_audit_20260906/report-source.md
R306,SNN、神经元与事件光流,TDE3-Prior / TMA-Agg / BiSAT,Grok Card G 相关内部迁移名,内部机制/组件别名,本地命名来源已核；不是独立出版物,internal_mechanism,逐条核本地命名与真实公开来源，未冒称已有论文,内部提案或公开论文内方法,单列，不计会议论文,TDE-3、TMA、BAT 是公开工作；这些组合名字为内部草图，不能当论文。,完整原机制迁移与当前 flow 训练仍未做。,,/home/zhumd/work/ideafromai/research/18_POST_TDE3_TMA_HARD_KNIVES.md
R307,SNN、神经元与事件光流,CFP / SCI / BUI,Grok Card H 相关内部迁移名,内部机制/组件别名,本地命名来源已核；不是独立出版物,internal_mechanism,逐条核本地命名与真实公开来源，未冒称已有论文,内部提案或公开论文内方法,单列，不计会议论文,置信门、清理退出与预算更新来自原算法思路，本地名字不是会议论文。,完整 producer、因果控制和普通自适应迭代强控制未实现。,,/home/zhumd/work/ideafromai/research/19_CARD_H_IF_SKETCH_RED4.md
R308,SNN、神经元与事件光流,ResHTR / EDCΔFuse / WinTok / TID,Grok Card I 相关内部迁移名,内部机制/组件别名,本地命名来源已核；不是独立出版物,internal_mechanism,逐条核本地命名与真实公开来源，未冒称已有论文,内部提案或公开论文内方法,单列，不计会议论文,ResFlow/EDCFlow/SAST/IDNet 对应公开论文；旧 RTL 的循环移 bin/邻差常数融合不等于完整原算法。,原算法迁移未做；不能用 RTL 未完整实现直接否定概念潜力。,,/home/zhumd/work/ideafromai/research/21_NOVELTY_BOOST_TOP5_FORKA.md
R309,SNN、神经元与事件光流,MST-MAC / SAG-CLK / TTX-HW,Grok SNN 包其他带星号改造,内部机制/组件别名,本地命名来源已核；不是独立出版物,internal_mechanism,逐条核本地命名与真实公开来源，未冒称已有论文,内部提案或公开论文内方法,单列，不计会议论文,均是研究提案名，不是已核会议论文。,完整可执行定义/训练/费用尚未形成。,,/home/zhumd/work/ideafromai/research/02_snn_atlif_realvalued_mechanisms.md
