uid,name,full_title,venue,entity_type,category,depth_bucket,read_flag,inventory_origin,status,source_url
ARX-158,FlexSpIM: An Event-Based Digital Compute-In-Memory Accelerator with Flexible Ope,FlexSpIM: An Event-Based Digital Compute-In-Memory Accelerator with Flexible Operand Resolution and Layer-Wise Hybrid Stationarity,arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2609.08446v1
ARX-159,Neuromorphic architectures as numerical solvers for computational neuroscience,Neuromorphic architectures as numerical solvers for computational neuroscience,arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2608.28387v1
ARX-160,Beyond Edge Cuts: Activity-Weighted Multicast Hypergraph Mapping for Spiking Neu,Beyond Edge Cuts: Activity-Weighted Multicast Hypergraph Mapping for Spiking Neural Networks on Mesh NoCs,arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2608.26223v1
ARX-161,Lonic: Algorithm-Hardware Co-Design for Energy-Efficient Fully Local Online SNN ,Lonic: Algorithm-Hardware Co-Design for Energy-Efficient Fully Local Online SNN Training with INT4 Precision,arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2608.12500v1
ARX-162,A Time-Multiplexed Spiking Neural Network Accelerator with Pipelined Readout for,A Time-Multiplexed Spiking Neural Network Accelerator with Pipelined Readout for FPGA Inference,arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2608.00595v1
ARX-163,The SpiNNaker2 chip: a many-core platform for flexible and scalable brain-inspir,The SpiNNaker2 chip: a many-core platform for flexible and scalable brain-inspired computing,arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2607.24396v1
ARX-164,The Sparsity Tax: Weight Sparsity Trade-offs in Event-Driven SIMD and SIMT Neuro,The Sparsity Tax: Weight Sparsity Trade-offs in Event-Driven SIMD and SIMT Neuromorphic Cores,arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2607.22790v1
ARX-165,"AIGOR: A Modular, Event-Driven Neuromorphic Architecture for Configurable SNN In","AIGOR: A Modular, Event-Driven Neuromorphic Architecture for Configurable SNN Inference",arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2607.03191v1
ARX-166,SpikON: A Dual-Parallel and Efficient Accelerator for Online Spiking Neural Netw,SpikON: A Dual-Parallel and Efficient Accelerator for Online Spiking Neural Networks Learning,arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2606.30926v1
ARX-167,Mega: A 22 nm Convolutional Spiking Neural Network Accelerator Achieving 0.375 p,Mega: A 22 nm Convolutional Spiking Neural Network Accelerator Achieving 0.375 pJ/SOP for Efficient Edge Vision,arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2606.30039v1
ARX-168,VQ4SNN: Vector Quantization for Memory-Efficient FPGA Spiking Neural Networks,VQ4SNN: Vector Quantization for Memory-Efficient FPGA Spiking Neural Networks,arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2606.20675v1
ARX-169,ReSCom: A Reconfigurable Spiking Neural Network Accelerator Using Stochastic Com,ReSCom: A Reconfigurable Spiking Neural Network Accelerator Using Stochastic Computing,arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2606.13560v1
ARX-170,SupraSNN: Exploiting Synapse-Level Parallelism in Spiking Neural Network Acceler,SupraSNN: Exploiting Synapse-Level Parallelism in Spiking Neural Network Accelerators through Co-Optimized Mapping and Scheduling,arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2606.13354v1
ARX-171,UniSpike: Accelerating Spiking Neural Networks on Neuromorphic Systems via Elimi,UniSpike: Accelerating Spiking Neural Networks on Neuromorphic Systems via Eliminating Address Redundancy,arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2605.23796v1
ARX-172,Heterogeneous SoC Integrating an Open-Source Recurrent SNN Accelerator for Neuro,Heterogeneous SoC Integrating an Open-Source Recurrent SNN Accelerator for Neuromorphic Edge Computing on FPGA,arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2605.12217v1
ARX-173,A PVT-Resilient Subthreshold SRAM-Based In-Memory Computing Accelerator with In-,A PVT-Resilient Subthreshold SRAM-Based In-Memory Computing Accelerator with In-Situ Regulation for Energy-Efficient Spiking Neural Networks,arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2605.00319v1
ARX-174,NeuroRing: Scaling Spiking Neural Networks via Multi-FPGA Bidirectional Ring Top,NeuroRing: Scaling Spiking Neural Networks via Multi-FPGA Bidirectional Ring Topologies and Stream-Dataflow Architectures,arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2604.28059v2
ARX-175,Hardware-Software Co-Design for Event-Driven SNN Deployment on Low-Cost Neuromor,Hardware-Software Co-Design for Event-Driven SNN Deployment on Low-Cost Neuromorphic FPGAs,arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2604.22179v2
ARX-176,Focus Session: Hardware and Software Techniques for Accelerating Multimodal Foun,Focus Session: Hardware and Software Techniques for Accelerating Multimodal Foundation Models,arXiv 2026,paper,arXiv增量|cat:cs.AR AND all:spiking AND all:accele,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2604.21952v1
ARX-177,Spiking Neural Networks for Energy-Efficient Object Detection in Forward-Looking,Spiking Neural Networks for Energy-Efficient Object Detection in Forward-Looking Sonar Imagery,arXiv 2026,paper,arXiv增量|cat:cs.CV AND all:spiking AND all:optica,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2608.22072v1
ARX-178,SU-YOLO: Spiking Neural Network for Efficient Underwater Object Detection,SU-YOLO: Spiking Neural Network for Efficient Underwater Object Detection,arXiv 2025,paper,arXiv增量|cat:cs.CV AND all:spiking AND all:optica,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2503.24389v1
ARX-179,Neuromorphic Optical Tracking and Imaging of Randomly Moving Targets through Str,Neuromorphic Optical Tracking and Imaging of Randomly Moving Targets through Strongly Scattering Media,arXiv 2025,paper,arXiv增量|cat:cs.CV AND all:spiking AND all:optica,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2501.03874v2
ARX-180,Spike-NeRF: Neural Radiance Field Based On Spike Camera,Spike-NeRF: Neural Radiance Field Based On Spike Camera,arXiv 2024,paper,arXiv增量|cat:cs.CV AND all:spiking AND all:optica,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2403.16410v1
ARX-181,Event-Driven Imaging in Turbid Media: A Confluence of Optoelectronics and Neurom,Event-Driven Imaging in Turbid Media: A Confluence of Optoelectronics and Neuromorphic Computation,arXiv 2023,paper,arXiv增量|cat:cs.CV AND all:spiking AND all:optica,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2309.06652v1
ARX-182,You Only Charge Once 2.0 : A End-to-End Analog Computing-in-Memory Architecture ,You Only Charge Once 2.0 : A End-to-End Analog Computing-in-Memory Architecture with Reconfigurable Switched Capacitors,arXiv 2026,paper,arXiv增量|all:bit-serial AND all:accelerator AND a,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2608.11116v1
ARX-183,bitSMM: A bit-Serial Matrix Multiplication Accelerator,bitSMM: A bit-Serial Matrix Multiplication Accelerator,arXiv 2026,paper,arXiv增量|all:bit-serial AND all:accelerator AND a,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2603.14988v1
ARX-184,GAVINA: flexible aggressive undervolting for bit-serial mixed-precision DNN acce,GAVINA: flexible aggressive undervolting for bit-serial mixed-precision DNN acceleration,arXiv 2025,paper,arXiv增量|all:bit-serial AND all:accelerator AND a,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2511.23203v1
ARX-185,Platinum: Path-Adaptable LUT-Based Accelerator Tailored for Low-Bit Weight Matri,Platinum: Path-Adaptable LUT-Based Accelerator Tailored for Low-Bit Weight Matrix Multiplication,arXiv 2025,paper,arXiv增量|all:bit-serial AND all:accelerator AND a,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2511.21910v1
ARX-186,Segmented Exponent Alignment and Dynamic Wordline Activation for Floating-Point ,Segmented Exponent Alignment and Dynamic Wordline Activation for Floating-Point Analog CIM Macros,arXiv 2025,paper,arXiv增量|all:bit-serial AND all:accelerator AND a,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2511.12624v1
ARX-187,BitWave: Exploiting Column-Based Bit-Level Sparsity for Deep Learning Accelerati,BitWave: Exploiting Column-Based Bit-Level Sparsity for Deep Learning Acceleration,arXiv 2025,paper,arXiv增量|all:bit-serial AND all:accelerator AND a,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2507.12444v1
ARX-188,Energy-Efficient Supervised Learning with a Binary Stochastic Forward-Forward Al,Energy-Efficient Supervised Learning with a Binary Stochastic Forward-Forward Algorithm,arXiv 2025,paper,arXiv增量|all:bit-serial AND all:accelerator AND a,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2507.06461v1
ARX-189,A Flexible Precision Scaling Deep Neural Network Accelerator with Efficient Weig,A Flexible Precision Scaling Deep Neural Network Accelerator with Efficient Weight Combination,arXiv 2025,paper,arXiv增量|all:bit-serial AND all:accelerator AND a,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2502.00687v1
ARX-190,$SpikePack$: Enhanced Information Flow in Spiking Neural Networks with High Hard,$SpikePack$: Enhanced Information Flow in Spiking Neural Networks with High Hardware Compatibility,arXiv 2025,paper,arXiv增量|all:bit-serial AND all:accelerator AND a,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2501.14484v2
ARX-191,DSLR-CNN: Efficient CNN Acceleration using Digit-Serial Left-to-Right Arithmetic,DSLR-CNN: Efficient CNN Acceleration using Digit-Serial Left-to-Right Arithmetic,arXiv 2025,paper,arXiv增量|all:bit-serial AND all:accelerator AND a,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2501.01737v1
ARX-192,IMAGINE: An 8-to-1b 22nm FD-SOI Compute-In-Memory CNN Accelerator With an End-to,IMAGINE: An 8-to-1b 22nm FD-SOI Compute-In-Memory CNN Accelerator With an End-to-End Analog Charge-Based 0.15-8POPS/W Macro Featuring Distribution-Aware Data Reshaping,arXiv 2024,paper,arXiv增量|all:bit-serial AND all:accelerator AND a,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2412.19750v1
ARX-193,BF-IMNA: A Bit Fluid In-Memory Neural Architecture for Neural Network Accelerati,BF-IMNA: A Bit Fluid In-Memory Neural Architecture for Neural Network Acceleration,arXiv 2024,paper,arXiv增量|all:bit-serial AND all:accelerator AND a,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2411.01417v1
ARX-194,Design and Implementation of Hardware Accelerators for Neural Processing Applica,Design and Implementation of Hardware Accelerators for Neural Processing Applications,arXiv 2024,paper,arXiv增量|all:bit-serial AND all:accelerator AND a,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2402.00051v1
ARX-195,ReDy: A Novel ReRAM-centric Dynamic Quantization Approach for Energy-efficient C,ReDy: A Novel ReRAM-centric Dynamic Quantization Approach for Energy-efficient CNN Inference,arXiv 2023,paper,arXiv增量|all:bit-serial AND all:accelerator AND a,metadata_or_list,new_this_round,survey_ab_fusion_20260910_arxiv_api,本轮新盘点预印本；待按主战场筛选深读,https://arxiv.org/abs/2306.16298v1
