uid,name,full_title,venue,venue_norm,entity_type,precision_tier,relevance_score,precision_status,depth_bucket,read_flag,f_candidates,arxiv_id,source_url,abstract
ARX-224,Combating Textual Noise and Redundancy: Entropy-Aware Dense Visual Token Pruning,Combating Textual Noise and Redundancy: Entropy-Aware Dense Visual Token Pruning,arXiv 2026,arXiv 2026,paper,P3_peripheral,12,pending_arxiv_abstract,metadata_or_list,new_this_round,"F1,F7",2607.02484,https://arxiv.org/abs/2607.02484v1,
ARX-225,GES-TSP: Graph Edge Sparsification for TSP,GES-TSP: Graph Edge Sparsification for TSP,arXiv 2026,arXiv 2026,paper,P3_peripheral,12,pending_arxiv_abstract,metadata_or_list,new_this_round,F1,2607.09708,https://arxiv.org/abs/2607.09708v1,
ARX-226,"Can Aggregate Invariants Accelerate Continuous Subgraph Matching? Limits, Laws, ","Can Aggregate Invariants Accelerate Continuous Subgraph Matching? Limits, Laws, and a Dynamic Spectral Index",arXiv 2026,arXiv 2026,paper,P3_peripheral,12,pending_arxiv_abstract,metadata_or_list,new_this_round,F1,2606.24421,https://arxiv.org/abs/2606.24421v1,
MAIN-R018,RISCSparse,RISCSparse: Point Cloud Inference Engine on RISC-V Processor,ICCAD 2024,ICCAD 2024,paper,P3_peripheral,12,metadata_only|audit_deep_evidence,deep_or_method,already_inventoried,,,['https://www.cse.cuhk.edu.hk/~byu/papers/C232-ICCAD2024-RiscvSubCon.pdf'],
MAIN-R026,CRISP,CRISP: Hybrid Structured Sparsity for Class-aware Model Pruning,DATE 2024,DATE 2024,paper,P3_peripheral,12,metadata_only|audit_deep_evidence,deep_or_method,already_inventoried,F1,,['https://past.date-conference.com/proceedings-archive/2024/DATA/45_pdf_upload.pdf'],
MAIN-R127,SparseInfer,SparseInfer: Training-free Prediction of Activation Sparsity for Fast LLM Inference,DATE 2025,DATE 2025,paper,P3_peripheral,12,metadata_only,method_or_partial,already_inventoried,F2,,['https://arxiv.org/html/2411.12692v2'],
MAIN-R128,GRASP,Grasp: Group-based Prediction of Activation Sparsity for Fast LLM Inference,DAC 2025,DAC 2025,paper,P3_peripheral,12,metadata_only,method_or_partial,already_inventoried,F2,,['https://62dac.conference-program.com/presentation/?id=RESEARCH2119&sess=sess104'],
MAIN-R133,DynConv,Dynamic Convolutions: Exploiting Spatial Sparsity for Faster Inference,CVPR 2020,CVPR 2020,paper,P3_peripheral,12,pending_arxiv_abstract,method_or_partial,already_inventoried,,1912.03203,['https://arxiv.org/abs/1912.03203'],
MAIN-R134,SBNet,SBNet: Sparse Blocks Network for Fast Inference,CVPR 2018,CVPR 2018,paper,P3_peripheral,12,metadata_only,method_or_partial,already_inventoried,,,['https://www.cs.toronto.edu/~mren/research/sbnet/papers/paper.pdf'],
MAIN-R143,ConvReLU exact 2021,Accelerate Inference of CNNs for Video Analysis While Preserving Exactness Exploiting Activation Sparsity,MLSys 2021,MLSys 2021,paper,P3_peripheral,12,metadata_only,method_or_partial,already_inventoried,,,['https://proceedings.mlsys.org/paper_files/paper/2021/file/b9799a12d683d136cc817f94b73a8938-Paper.pdf'],
MAIN-R196,Budgeted Broadcast,Budgeted Broadcast: An Activity-Dependent Pruning Rule for Neural Network Efficiency,arXiv 2025,arXiv 2025,paper,P3_peripheral,12,pending_arxiv_abstract,deep_or_method,already_inventoried,F1,2510.01263,['https://arxiv.org/abs/2510.01263'],
MUSHA-LX005,patch_continuous_check_vs_one_permit,Patch continuous completion check vs one-shot permit,local_experiment 2026,local_experiment 2026,paper,P3_peripheral,12,metadata_only,unclear,already_inventoried_musha_incremental,,,,
MUSHA-LX007,NR4_cost_training_variant,NR4 execution-cost training with shuffled-group control,local_experiment 2026,local_experiment 2026,paper,P3_peripheral,12,metadata_only,unclear,already_inventoried_musha_incremental,,,,
MUSHA-LX012,TermiNETor_DynConv_priors,TermiNETor joint termination training / DynConv precursor production mask,待核,待核,paper,P3_peripheral,12,metadata_only,unclear,already_inventoried_musha_incremental,,,,
MUSHA-LX015,Flextron_nested_width,Flextron nested dynamic width routing,待核,待核,paper,P3_peripheral,12,metadata_only,unclear,already_inventoried_musha_incremental,,,,
MUSHA-SP004,FlexHiNM-GP_Gyro,FlexHiNM-GP Gyro grouping pipeline,ICLR 2026,ICLR 2026,paper,P3_peripheral,12,metadata_only,unclear,already_inventoried_musha_incremental,F1,,,
MUSHA-SP006,CRISP,CRISP block navigation structured sparsity,待核,待核,paper,P3_peripheral,12,metadata_only,unclear,already_inventoried_musha_incremental,F1,,,
MUSHA-SP007,Avalanche,Avalanche SpMM completion recycling and input reuse,ASPLOS 2025,ASPLOS 2025,paper,P3_peripheral,12,metadata_only,unclear,already_inventoried_musha_incremental,,,,
MUSHA-SP008,SparseInfer,SparseInfer: predict-then-skip weights,arXiv 2024,arXiv 2024,paper,P3_peripheral,12,metadata_only,unclear,already_inventoried_musha_incremental,"F2,F4",,,
MUSHA-SP009,BitFair,BitFair: learned early termination with shared-input PE termination,arXiv 2026,arXiv 2026,paper,P3_peripheral,12,metadata_only,unclear,already_inventoried_musha_incremental,,,,
MUSHA-SP013,Sparseloop,Sparseloop taxonomy: format / gating / skipping,methodology 2022,methodology 2022,paper,P3_peripheral,12,metadata_only,unclear,already_inventoried_musha_incremental,"F2,F4",,,
MUSHA-SP015,RISCSparse,RISCSparse ICCAD 2024 sparse acceleration,ICCAD 2024,ICCAD 2024,paper,P3_peripheral,12,metadata_only,unclear,already_inventoried_musha_incremental,,,,
MUSHA-SP018,S3Net,S3Net / submanifold sparse front-end,待核,待核,paper,P3_peripheral,12,metadata_only,unclear,already_inventoried_musha_incremental,,,,
MUSHA-SP020,DeltaCNN,DeltaCNN / MotionDeltaCNN temporal delta convolution,待核,待核,paper,P3_peripheral,12,metadata_only,unclear,already_inventoried_musha_incremental,,,,
MAIN-R014,HYTE,完整题名待核,ISCA 2025,ISCA 2025,paper,P3_peripheral,10,metadata_only|audit_deep_evidence,deep_or_method,already_inventoried,,,"['https://people.iiis.tsinghua.edu.cn/~gaomy/pubs/hyte.isca25.pdf', 'https://github.com/tsinghua-ideal/HYTE-sim']",
MAIN-R034,UCNN,UCNN: Exploiting Computational Reuse in Deep Neural Networks via Weight Repetition,ISCA 2018,ISCA 2018,paper,P3_peripheral,10,metadata_only,method_or_partial,already_inventoried,,,['https://www.kartikhegde.net/media/UCNN_ISCA.pdf'],
MAIN-R045,Bit-Pragmatic,Bit-Pragmatic Deep Neural Network Computing,MICRO 2017,MICRO 2017,paper,P3_peripheral,10,metadata_only,metadata_or_list,already_inventoried,,,['https://www.eecg.toronto.edu/~roman/professional/pubs/pdfs/micro17_deep_nn_moshovos_ieee.pdf'],
MAIN-R132,CGNet,Channel Gating Neural Networks,MICRO 2019,MICRO 2019,paper,P3_peripheral,10,metadata_only,method_or_partial,already_inventoried,F1,,['https://zhouyuan1119.github.io/papers/cgnet-micro2019.pdf'],
MAIN-R150,SPARK-HLS,Coordinated Parallelizing Compiler Optimizations and High-Level Synthesis,ACM Transactions on Design Automation of Electronic Systems 2004,ACM Transactions on Design Automation of Electronic Systems 2004,paper,P3_peripheral,10,metadata_only,method_or_partial,already_inventoried,,,['https://mesl.ucsd.edu/pubs/sgupta_todaes04.pdf'],
MAIN-R167,Echo,Echo: Compiler-based GPU Memory Footprint Reduction for LSTM RNN Training,ISCA 2020,ISCA 2020,paper,P3_peripheral,10,metadata_only,method_or_partial,already_inventoried,,,['https://www.cs.toronto.edu/~pekhimenko/Papers/Echo-ISCA_20.pdf'],
MAIN-R173,LCP,"Linearly Compressed Pages: A Low-Complexity, Low-Latency Main Memory Compression Framework",MICRO 2013,MICRO 2013,paper,P3_peripheral,10,metadata_only,method_or_partial,already_inventoried,,,['https://users.ece.cmu.edu/~yoonguk/papers/pekhimenko-micro13.pdf'],
MAIN-R180,Laconic,Laconic Deep Learning Computing（作者预印本）；会议版 Laconic Deep Learning Inference Acceleration,arXiv 预印本；会议版 ISCA 待一手正文复核 2018,ISCA 2018,paper,P3_peripheral,10,pending_arxiv_abstract,metadata_or_list,already_inventoried,,1805.04513,['https://arxiv.org/abs/1805.04513'],
MAIN-R183,FlexAcc,FlexAcc: Accelerating Batch Normalization through GPU-FPGA Integration,ISCAS 2025,ISCA 2025,paper,P3_peripheral,10,metadata_only,metadata_or_list,already_inventoried,,,['https://jiemingyin.github.io/docs/ISCAS2025_FlexAcc.pdf'],
MAIN-R329,DIANA,DIANA: An End-to-End Hybrid DIgital and ANAlog Neural Network SoC for the Edge,ISSCC 2022；JSSC 2023,ISSCC 2022,paper,P3_peripheral,10,metadata_only,metadata_or_list,already_inventoried,,,"['https://doi.org/10.1109/JSSC.2022.3214064', 'https://doi.org/10.1109/ISSCC42614.2022.9731716']",
MAIN-R330,TinyVers,TinyVers: A Tiny Versatile System-on-Chip With State-Retentive eMRAM for ML Inference at the Extreme Edge,VLSI 2022；JSSC 2023,JSSC 2022,paper,P3_peripheral,10,metadata_only,metadata_or_list,already_inventoried,,,"['https://doi.org/10.1109/JSSC.2023.3236566', 'https://doi.org/10.1109/VLSITechnologyandCir46769.2022.9830409']",
MAIN-R334,Alpha-Vision,Alpha-Vision: A Real-Time Always-on Vision Processor with 787μs Face Detection Latency in <5mW,ISSCC 2026（旧表身份；本轮正文访问受限）,ISSCC 2026,paper,P3_peripheral,10,metadata_only,unclear,already_inventoried,,,['https://ieeexplore.ieee.org/document/11409322'],
MAIN-R335,CIS Action-Recognition SoC,A 0.82 μW CIS-Based Action Recognition SoC With Self-Adjustable Frame Resolution for Always-on IoT Devices,TCAS-II 2021,TCAS 2021,paper,P3_peripheral,10,metadata_only,metadata_or_list,already_inventoried,,,['https://doi.org/10.1109/TCSII.2021.3067151'],
MAIN-R340,Envision,14.5 Envision: A 0.26-to-10TOPS/W subword-parallel dynamic-voltage-accuracy-frequency-scalable Convolutional Neural Network processor in 28nm FDSOI,ISSCC 2017,ISSCC 2017,paper,P3_peripheral,10,metadata_only,metadata_or_list,already_inventoried,,,['https://doi.org/10.1109/ISSCC.2017.7870353'],
MAIN-R342,DNPU,14.2 DNPU: An 8.1TOPS/W reconfigurable CNN-RNN processor for general-purpose deep neural networks,ISSCC 2017,ISSCC 2017,paper,P3_peripheral,10,metadata_only,metadata_or_list,already_inventoried,,,['https://doi.org/10.1109/ISSCC.2017.7870350'],
MAIN-R345,Marsellus,Marsellus: A Heterogeneous RISC-V AI-IoT End-Node SoC,ISSCC 2023,ISSCC 2023,paper,P3_peripheral,10,metadata_only,metadata_or_list,already_inventoried,,,['https://pulp-platform.org/docs/isscc2023/isscc2023_marsellus_fconti.pdf'],
MUSHA-IS006,DIANA,DIANA digital+analog hybrid NN SoC,ISSCC 2022,ISSCC 2022,paper,P3_peripheral,10,metadata_only,unclear,already_inventoried_musha_incremental,,,,
MUSHA-IS011,Alpha-Vision,Alpha-Vision always-on vision processor,ISSCC 2026,ISSCC 2026,paper,P3_peripheral,10,metadata_only,unclear,already_inventoried_musha_incremental,,,,
MUSHA-IS014,Prophesee_Sony_EVS_ISSCC20,Prophesee/Sony 1280x720 event vision sensor,ISSCC 2020,ISSCC 2020,paper,P3_peripheral,10,metadata_only,unclear,already_inventoried_musha_incremental,,,,
MUSHA-QT003,ANT,ANT adaptive numerical type,MICRO 2022,MICRO 2022,paper,P3_peripheral,10,metadata_only,unclear,already_inventoried_musha_incremental,,,,
MUSHA-SP016,LoopTree,LoopTree TCAS-AI 2024 loop/nest mapping,IEEE TCAS-AI 2024,TCAS 2024,paper,P3_peripheral,10,metadata_only,unclear,already_inventoried_musha_incremental,,,,
OS-03,LoopTree,LoopTree TCAS-AI 2024 author materials,open-source/author-pdf,open-source,open_source,P3_peripheral,10,opensource_inventory,open_source_inventory,new_this_round,,,,
OS-05,ISSCC2025-ConvFormer,ISSCC 2025 23.2 ConvFormer author materials,ISSCC 2025,ISSCC 2025,open_source,P3_peripheral,10,opensource_inventory,open_source_inventory,new_this_round,,,,
OS-06,da4ml,da4ml / CSE compilation stack used as borrowed base (not title X),open-source/tooling,open-source,open_source,P3_peripheral,8,opensource_inventory,open_source_inventory,new_this_round,,,,
OS-10,lava-nc,Intel Lava neuromorphic computing framework,open-source,open-source,open_source,P3_peripheral,8,opensource_inventory,open_source_inventory,new_this_round,,,https://github.com/lava-nc/lava,
OS-12,brainchip-akida-docs,"Akida / edge neuromorphic SDK references (platform, not paper X)",open-source/platform,open-source,open_source,P3_peripheral,8,opensource_inventory,open_source_inventory,new_this_round,,,,
MAIN-R125,本地 row2:4 / hidden50 控制,本地普通逐行 2:4 与隐藏通道 50% 剪枝控制（不是单篇论文复现）,本地实验，非发表文献 2026,本地实验，非发表文献 2026,internal_idea,P3_peripheral,5,metadata_only,method_or_partial,already_inventoried,F1,,['https://papers.nips.cc/paper/2021/file/6e8404c3b93a9527c8db241a1846599a-Paper.pdf'],
MAIN-R201,误引 SDformerFlow 的 arXiv 号,Selection pressure/Noise driven cooperative behaviour in the thermodynamic limit of repeated games,arXiv 2024,arXiv 2024,misattributed_citation,P3_peripheral,5,pending_arxiv_abstract,unclear,already_inventoried,,2407.15801,['https://arxiv.org/abs/2407.15801'],
MAIN-R299,PAFT,Pattern-aware Fine-tuning,内部机制/组件别名,内部机制/组件别名,component_alias,P3_peripheral,5,metadata_only,unclear,already_inventoried,,,['https://arxiv.org/html/2505.10909'],
MAIN-R300,Motion-XOR / MX3P,H67 Motion-XOR 与三 popcount 映射,内部机制/组件别名,内部机制/组件别名,internal_mechanism,P3_peripheral,5,metadata_only,unclear,already_inventoried,,,[],
MAIN-R301,OP-STW,OF-Predictive Spike Tile Wake,内部机制/组件别名,内部机制/组件别名,internal_mechanism,P3_peripheral,5,metadata_only,unclear,already_inventoried,F2,,['https://doi.org/10.1109/TCSI.2025.3572918'],
MAIN-R302,HBG-RP,Hybrid Binary-Gate + Real-Payload Datapath,内部机制/组件别名,内部机制/组件别名,internal_mechanism,P3_peripheral,5,metadata_only,unclear,already_inventoried,,,[],
MAIN-R303,VGTS,Value-Gated Temporal Skip,内部机制/组件别名,内部机制/组件别名,internal_mechanism,P3_peripheral,5,arxiv_abstract_verified,unclear,already_inventoried,"F2,F4",2309.16158,['https://arxiv.org/abs/2309.16158'],Spiking Neural Networks (SNNs) are expected to be a promising alternative to Artificial Neural Networks (ANNs) due to their strong biological interpretability and high energy efficiency. Specialized SNN hardware offers clear advantages over general-purpose devices in terms of power and performance. 
