uid,name,source,depth,A,B,X_hint,f_or_stageB,boundary,idea_bullets,kill_gate
ARX-026,UEP Bit-Position DNN Memory,arxiv_2607.19623+本地excerpt+补arxiv HTML,方法级（方法摘录窗口+补arxiv HTML §5 UEP）+依据：跨模态Xsafe地板；三档FP保护；UEP三层码(SECDED/SEC/bypass)；cacheline类型标签；双分区SRAM；原摘录偏灵敏度结果已补§5,推理存储不等错误保护：按位敏感定Xsafe地板/模态档 + 三层UEP码(符号指数SECDED/高阶尾数SEC/LSB旁路) + cacheline类型标签 + 双电压分区SRAM——相对均匀SECDED的保护/能耗对照（借入≠X）。,均匀SECDED护全比特；无位敏感标定；单电压全保护宏；忽略多单元翻转边界。,UEP/Xsafe≠lifting X；可靠性旁路，勿搬ECC面积%/读能当净服务%。,F7弱相关（容错存储组织）。可靠性旁路。不抢 Stage B。f_candidates含F7。,FIT/ECC面积≠valid825；补HTML§5；位平面交错≠lifting供数合同。,Xsafe地板(FP16=6/BF16=4/FP32=15)作保护边界合同 | 三层UEP+奇偶分码作分级纠错模板 | cacheline数据类型标签作运行时档旁证 | 双分区低电压旁路LSB作读能边 | 负结果只停该UEP挂接,SER约束或与Stage B同分母冲突 → 保持旁路。
ARX-164,Sparsity Tax SIMD vs SIMT,arxiv_2607.22790+本地excerpt,方法级（仅方法摘录窗口）+依据：三变体(SIMD/Bitmap Sparse-SIMD/SIMT+4b RLC)；共享指令∥每PE AGU；R7时钟使能位图；NEORV32松耦合；稀疏税面积/功耗/吞吐；完整综合可能截断,事件驱动核稀疏税：锁步SIMD vs 位图门控Sparse-SIMD vs 每PE-AGU的SIMT+RLC——在中等稀疏下量化元数据/分歧成本与跳零收益对照（借入≠X）。,默认稀疏必赢；仅一种执行模型；无元数据开销的理想跳零；稠密权无门控。,Sparsity Tax比较≠lifting X；微架构旁路，差分不在面积/功耗点。,"F1/F2相关（权稀疏执行组织、事件更新）。微架构旁路。不抢 Stage B。f_candidates含F1,F2。",RTL门级功耗≠valid825；仅方法窗；SIMT分歧≠lifting并集同步合同。,三变体公平对照作稀疏税合同 | R7位图门控作锁步跳读模板 | 每PE AGU+4b RLC作压缩遍历旁证 | 分歧再汇聚作控制开销边 | 负结果只停该稀疏执行挂接,中等稀疏下税大于收益或挤占 Stage B → 保持旁路/作负对照。
ARX-120,Sol-Attn On-the-Fly Sparse Attention,arxiv_2607.24027+本地excerpt,方法级（仅方法摘录窗口）+依据：块代理分块阈值；嵌套外循环路由+内循环精确稀疏；零阶Taylor近似校正；分数瓦片复用；Algo1在线softmax；完整视频评测可能截断,视频生成即时稀疏注意：分块流式阈值选块 + 代理分复用作跳过块零阶近似校正 + 嵌套在线softmax核——相对物化top-k/top-p路由图的系统对照（借入≠X）。,物化全行代理图再全局top-k/p；离线路由索引写HBM；无近似校正的硬丢弃。,Sol-Attn视频注意≠lifting X；生成/内核旁路，勿搬墙钟加速比当净服务%。,"F2/F7相关（在线打包阈值、稀疏注意）。内核旁路。不抢 Stage B。f_candidates含F2,F7。",VBench/PSNR≠valid825；仅方法窗；在线路由≠lifting源活动合同。,分块流式阈值作无物化路由合同 | 代理分复用≈零阶校正作跳块模板 | 外路由∥内精确嵌套作在线softmax旁证 | 路由开销并入近似GEMM作带宽边 | 负结果只停该即时稀疏注意挂接,质量掉点或与Stage B同分母冲突 → 保持旁路。
ARX-163,SpiNNaker2 Many-Core Platform,arxiv_2607.24396+本地excerpt+补PDF架构,方法级（方法摘录窗口+补本地PDF §III架构）+依据：152 PE(ARM M4F+MLA 16×4+数值加速)；Quad/NoC；六角事件路由；PE级DVFS；OctopuScheduler；原摘录偏评测已补架构,可扩展脑启发众核：软件定义PE + 片上MLA/数值加速 + 六角组播事件路由 + PE级DVFS/Auto-PL + OctopuScheduler层调度——相对固定突触-神经元ASIC与无DVFS平台的灵活/自适应对照（借入≠X）。,固定突触-神经元专用核；无加速器的纯MCU；无DVFS的恒定高压；仅片外调度的DNN。,SpiNNaker2平台≠lifting X；众核平台旁路，勿搬TOPS/W或突触事件/s当净服务%。,加速器/平台旁路。不抢 Stage B。f_candidates空。,芯片PPA/DVS准确率≠valid825；补PDF架构；组播路由≠lifting并集合同。,软件PE+MLA作混合SNN/DNN合同 | 六角事件路由组播作稀疏通信模板 | PE级DVFS/Auto-PL作尖峰负载自适应旁证 | OctopuScheduler片上瓦片调度作DNN边 | 负结果只停该众核平台挂接,平台迁移成本或与Stage B同分母冲突 → 保持旁路。
ARX-059,Ventaglio Sparse Tensor RVV,arxiv_2607.25504+补arxiv HTML方法,方法级（原摘录仅参考文献；补arxiv HTML全文方法）+依据：Gustavson数据流；Ventaglio多通道SCM gather/scatter；vfxmacc/vlx/post-inc ISA；Spatz集成；bitmap/N:M；GVSoC规模化；必须以HTML为准,向量机稀疏张量收缩：Gustavson激活触发∥权元数据索引累加 + Ventaglio多通道扩展态存储器 + 融合索引MAC/地址自增ISA——相对软件解码+L1索引访存的屋顶线对照（借入≠X）。,软件元数据解码+L1索引gather/scatter；仅矩阵瓦片的IndexMAC/SCG；无激活稀疏的2:4 Tensor Core。,Ventaglio ISA≠lifting X；RVV扩展旁路，勿搬6.9–7.4×核加速当净服务%。,"F1/F5相关（细粒度双稀疏执行、供数/累加组织）。ISA旁路。不抢 Stage B。f_candidates含F1,F5。",Spatz/GVSoC周期≠valid825；摘录失效已补HTML；索引累加≠lifting并集调度合同。,Gustavson激活×权元数据作双稀疏合同 | 多通道SCM扩展态作VRF解耦模板 | vfxmacc+post-inc作索引MAC旁证 | CSR选N:M/bitmap datapath作格式边 | 负结果只停该向量稀疏挂接,中等稀疏屋顶线不可达或挤占 Stage B → 保持旁路。
ARX-025,Sparsity Ceiling Spiking Networks,arxiv_2607.26648+本地excerpt,方法级（仅方法摘录窗口）+依据：匹配架构ANN/SNN协议；双侧目标发放正则；Prop.1记忆负载发放地板；输入层地板；注意逃避/KV墙；能量代理分解；完整理论可能截断,稀疏天花板分析：双侧ρ⋆探针 + 命题1(记忆负载→发放地板) + 匹配ANN/SNN协议 + 注意逃避但付KV墙——相对「稀疏必自由」叙事的结构边界对照（借入≠X）。,单侧L1发稀疏至静默；默认感知/语言同等可稀疏；忽略输入重放地板；无信息论下界。,Sparsity Ceiling理论≠lifting X；分析旁路，差分不在FashionMNIST/bpc点。,"F2/F7相关（活动稀疏可交易边界、注意vs递归）。分析旁路。不抢 Stage B。f_candidates含F2,F7。",代理pJ/准确率≠valid825；仅方法窗；发放地板≠lifting删字合同但可作F2杀门先验。,Prop.1 Hb^{-1}(log M/H)作递归发放地板合同 | 双侧ρ⋆探针作可达成稀疏模板 | 输入重放地板作事件输入必要性旁证 | 注意自由稀疏∥KV墙作架构边 | 负结果只停该「稀疏必省」叙事挂接,若Stage B假设递归SNN可任意降活动 → 用本天花板作杀门先验。
ARX-162,Time-Mux SNN FPGA Accelerator,arxiv_2608.00595+本地excerpt,方法级（仅方法摘录窗口）+依据：集中FSM十态；1-bit广播总线；每突触本地权缓冲；无乘法右移泄漏LIF；编译期杂质函数装权/模式；流水读出argmax；完整评测可能截断,FPGA时分SNN：集中FSM协调层窗 + 1-bit尖峰广播∥本地权查找累加 + 无乘法泄漏LIF + 流水读出——相对全空间扇出互连的布线/时分对照（借入≠X）。,784×64全空间权线扇出；AER地址事件；无集中时序屏障的竞态；运行时片外装权。,时分SNN FPGA≠lifting X；教学/小网旁路，勿搬MNIST周期当净服务%。,加速器旁路。不抢 Stage B。f_candidates空。,MNIST仿真准确率≠valid825；仅方法窗；时分广播≠lifting多消费者并集合同。,1-bit广播+本地权作消扇出合同 | 集中FSM十态作层/时间屏障模板 | 右移泄漏LIF作无乘法旁证 | 编译期装权/模式作部署边 | 负结果只停该时分SNN挂接,规模不可扩展或与Stage B同分母冲突 → 保持旁路。
ARX-161,Lonic INT4 Local Online SNN,arxiv_2608.12500+本地excerpt（p0_excerpt_batches_gap/gap_08.json）+补arxiv HTML方法（§3–4）,方法级（方法摘录窗口+补HTML §3算法/§4架构）+依据：INT4全局部在线三GEMM量化流；sWCTT替sWS；三型无乘法整型PE；DCOM双优化零门控；TPA时序前缀加速；片上量化减片外权搬；完整评测可能截断,全局部在线SNN训练共设计：INT4/三GEMM量化流+sWCTT + 可重构无乘法整型PE(0/1/2) + DCOM尖峰∩权零门控 + TPA跨时步FWD/BWD/WU并行 + INT权片外搬运——相对BPTT/FP训练与稠密PE的训练侧效率对照（借入≠X）。,BPTT全局反传存状态；FP32 GEMM/QAT假量化；无零门控稠密PE；逐步串行FWD→BWD→WU；仅推理加速器。,Lonic训练加速≠lifting X；训练侧旁路，勿搬相对GPU/TPU×能效当净服务%。,F7相关（训练/更新侧共设计）。训练加速旁路。不抢 Stage B。f_candidates含F7。,CIFAR/DVS准确率与ASIC能效≠valid825；方法窗+HTML；零门控对齐≠lifting并集合同。,INT4三GEMM量化流作训练低精合同 | DCOM尖峰∩权掩码作双稀疏门控模板 | TPA十RCE时步并行作共同完成旁证 | 无乘法bit-slice PE作整型累加边 | 负结果只停该训练加速挂接,映射后训练分母与Stage B冲突或仅搬PPA无差分 → 保持旁路。
ARX-023,IPZO Event-Triggered Perturbation,arxiv_2608.21223+本地excerpt（p0_excerpt_batches_gap/gap_08.json）+补arxiv HTML方法（§IV）,方法级（原摘录偏能效/参考文献；补HTML §IV架构）+依据：IPZO输出域隐式扰动消RMW；事件触发行缩减PGU；PGU-XOR地址分解XOR重组；争用串行累加网络；相对EPZO/PGU-Reuse,IMC上ZO微调：扰动和与加权和在输出域合并（保权驻留、消扰动RMW）+ 尖峰稀疏行缩减PGU + PGU-XOR(商/余LFSR异或)抑相关 + 争用有界串行累加——相对显式改权EPZO与直接复用相关扰动的片上学习对照（借入≠X）。,EPZO全阵列读改写扰动；每权独立RNG满配；PGU-Reuse分组共享致相关；一阶BPTT存中间态。,IPZO/PGU≠lifting X；片上ZO学习旁路，差分不在CIFAR/PPL或16nm面积点。,加速器/片上学习旁路。不抢 Stage B。f_candidates空。,Spikingformer/SpikeGPT点与TSMC16nm开销≠valid825；须以HTML§IV为准；隐式扰动≠lifting源字删字合同。,输出域合并扰动作保权驻留合同 | 事件行缩减PGU作稀疏触发维度模板 | PGU-XOR地址异或作消相关旁证 | 争用串行∥IMC流水隐藏延迟作时序边 | 负结果只停该ZO-IMC挂接,与Stage B同分母冲突或仅作微调叙事无端口差分 → 保持旁路。
ARX-022,LLC SST Fault Current Limiting,arxiv_2608.26595+本地excerpt（p0_excerpt_batches_gap/gap_08.json）+补arxiv HTML方法（§3）,方法级（方法摘录窗口+补HTML §3限流策略）+依据：四阶段(正常/检测/限流/恢复)；频率跃升+占空比闭环限流；无附加硬件；LLC故障机理；完整实验可能截断,数据中心SST/LLC故障穿越：检测→关断泄放→频率跃升∥占空比闭环限流→斜坡恢复——相对硬关断/加硬件限流器的电力电子控制旁路对照（借入≠X；离主岛）。,故障即整机关断；外加限流电抗/断路硬件；无恢复斜坡的硬重投；开环降频。,LLC限流控制≠lifting X；电力电子旁路，无SNN/稀疏执行接口。,离主岛旁路。不抢 Stage B。f_candidates空。,样机故障电流/恢复波形≠valid825；仅方法窗；与融合RTL无共同分母。,四阶段状态机作故障穿越合同 | 频率跃升+占空比双旋钮作快速限流模板 | 无附加硬件嵌入控制作成本边 | 负结果：主题离岛，不挂主实验,与AB融合无接口 → 不进入Stage B候选池。
ARX-021,Hopf-Bifurcation Spike Detector,arxiv_2609.04949+本地excerpt（p0_excerpt_batches_gap/gap_08.json）+补PDF方法（Hopf/NDR装置）,方法级（摘录较短；补PDF摘要+实验方法）+依据：NDR近Hopf分岔；相干阈穿→全有全无振荡尖峰；异步无时钟检测；MEA电生理对照传统带通+峰值检测；完整理论可能截断,分岔工程NDR弱信号检测：近Hopf工作点把持续相干输入转为全有全无电压尖峰、抑制快随机起伏——相对纯数字滤波/同步检测的模拟事件前端旁路对照（借入≠X；传感前端）。,已知波形匹配滤波/同步检波；连续高速数字化后软件峰值检测；线性放大后阈值。,Hopf尖峰检测器≠lifting X；电生理前端旁路，差分不在−54dB演示点。,传感/前端旁路。不抢 Stage B。f_candidates空。,光伏/MEA尖峰一致率≠valid825；补PDF；模拟分岔≠lifting源字物理删字。,近分岔相干积分作噪声抑制合同 | 全有全无尖峰作事件化ADC旁证 | 模拟域判别减连续数字化作植入带宽边 | 负结果：不挂主岛RTL,无执行/供数接口 → 不进入Stage B候选池。
ARX-020,Anti-Gravity Thrust-Rate MPC,arxiv_2609.07544+本地excerpt（p0_excerpt_batches_gap/gap_08.json）+补arxiv HTML方法（§IV–V）,方法级（方法摘录窗口+补HTML推力率WB-MPC）+依据：推力率作输入保接触切换连续；CWC软惩罚；双支撑法向力下界平滑转移；实时MPC；完整硬件验证可能截断,飞行人形反重力步行：推力率输入WB-MPC保接触切换推力连续 + 法向力下界负载转移 + CWC软约束——相对直接推力输入致尖峰的机器人控制旁路（借入≠X；离主岛）。,直接推力作控制输入；CWC硬约束致求解变慢；无双支撑负载转移；仅地面重力步行。,推力率MPC≠lifting X；机器人控制旁路，无SNN/稀疏加速接口。,离主岛旁路。不抢 Stage B。f_candidates空。,仿真/样机步行指标≠valid825；仅方法窗；与融合RTL无共同分母。,推力率输入作切换连续合同 | 法向力下界转移作反重力支撑模板 | CWC软惩罚换实时性作求解边 | 负结果：主题离岛，不挂主实验,与AB融合无接口 → 不进入Stage B候选池。
ARX-158,FlexSpIM Hybrid-Stationary CIM,arxiv_2609.08446+本地excerpt（p0_excerpt_batches_gap/gap_08.json）+补arxiv HTML方法（§III–IV）,方法级（方法摘录窗口+补HTML §III宏/§IV-A混合驻留）+依据：数字列内CIM+可配外设；任意权/膜电位分辨率；WS/OS层间混合驻留；膜电位bitcell双向进位消交错；ZigZag映射栈；完整系统评测可能截断,事件数字CIM：可重构分辨率PC + 权/膜电位统一存储（WS∥OS）+ 层间混合驻留(HS)减重载 + 层优先调度保DVS低延迟——相对固定分辨率/仅WS的SNN-CIM对照（借入≠X）。,固定位宽/少数档位CIM；仅权驻留(WS)；层间反复装权；阵列内模拟CIM+ADC主导；帧优先丢事件延迟。,FlexSpIM≠lifting X；CIM加速旁路，勿搬TOPS/W或宏能效当净服务%。,加速器旁路。不抢 Stage B。f_candidates空。,SCNN映射能效≠valid825；方法窗+HTML；混合驻留≠lifting多消费者并集合同。,层间HS(WS/OS)作驻留选择合同 | 可配分辨率PC作精度-面积旋钮 | 膜电位bitcell双向进位作消交错模板 | 层优先∥事件稀疏作DVS延迟边 | 负结果只停该CIM挂接,映射几何与Stage B同分母冲突或无端口差分 → 保持旁路。
